rebalance_date,experiment_id,dimension_tested,family,lookback_window_days,max_total_crypto_weight,rebalance_frequency,covariance_method,ticker,weight
2020-11-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.3499999999999999
2020-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,6.45419783283587e-18
2020-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,8.01968481527027e-19
2020-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2020-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,1.3877787807814457e-17
2020-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.30000000000000004
2020-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-01-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2021-01-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,1.1010853872743268e-17
2021-01-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2021-01-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-01-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.30000000000000016
2021-01-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,4.4902520850222214e-18
2021-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2021-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2021-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3000000000000002
2021-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,1.4900735518311474e-17
2021-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2021-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2021-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.30000000000000004
2021-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2021-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2021-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.30000000000000004
2021-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2021-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-05-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,4.316096784861535e-18
2021-05-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,1.407472326832146e-18
2021-05-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.30000000000000016
2021-05-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,2.682395433883434e-18
2021-05-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2021-05-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2021-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,1.191682827162385e-17
2021-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.30000000000000004
2021-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,1.4383198724096695e-17
2021-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2021-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,4.982662994486605e-18
2021-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,9.37000146494566e-19
2021-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.30000000000000016
2021-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,7.017253128527956e-17
2021-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3499999999999999
2021-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-08-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,9.454479306647539e-18
2021-08-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2021-08-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.30000000000000004
2021-08-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-08-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2021-08-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0016671410607891027
2021-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,4.0683955142603785e-18
2021-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.298332858939211
2021-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3499999999999999
2021-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-10-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,5.21083231429707e-17
2021-10-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2021-10-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.3000000000000001
2021-10-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-10-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3499999999999999
2021-10-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2021-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0017251882806942613
2021-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,1.2329114685414132e-17
2021-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.29827481171930575
2021-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2021-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35000000000000003
2021-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35000000000000003
2021-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.00028816026421384235
2021-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,1.6412139431775496e-18
2021-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.29971183973578625
2021-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,1.1951379888842007e-16
2021-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.34999999999999987
2021-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2022-01-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2022-01-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2022-01-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.30000000000000004
2022-01-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,2.168404344971009e-17
2022-01-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2022-01-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.3499999999999999
2022-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2022-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,1.734723475976807e-18
2022-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.30000000000000004
2022-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2022-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2022-02-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2022-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2022-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,2.5478751053409354e-18
2022-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.31670395022721926
2022-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2022-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2022-03-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.3332960497727808
2022-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2022-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,2.439454888092385e-18
2022-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.34163442006242073
2022-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2022-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.35
2022-04-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.3083655799375793
2022-05-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,5.2041704279304205e-18
2022-05-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2022-05-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.34999999999999987
2022-05-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2022-05-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3499999999999999
2022-05-02,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.3000000000000002
2022-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2022-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,4.528109152103795e-18
2022-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2022-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,4.0068046536917423e-17
2022-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3397147396939051
2022-06-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.31028526030609493
2022-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,6.049848122469115e-17
2022-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2022-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2022-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2022-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3278665867608947
2022-07-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.3221334132391052
2022-08-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,3.2742905609062234e-17
2022-08-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2022-08-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2022-08-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2022-08-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.3165067651230772
2022-08-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.33349323487692295
2022-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,1.4094628242311558e-17
2022-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2022-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2022-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,3.677613769070831e-16
2022-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.31549127164984375
2022-09-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.334508728350156
2022-10-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2022-10-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2022-10-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.3499999999999999
2022-10-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,0.0
2022-10-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.30753986740736966
2022-10-03,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.3424601325926304
2022-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,7.423139461217509e-18
2022-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,2.411528740342168e-18
2022-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
2022-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,QQQ,2.7755575615628914e-17
2022-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,SPY,0.30000000000000016
2022-11-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,TLT,0.35
2022-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,BTC-USD,0.0
2022-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,ETH-USD,0.0
2022-12-01,baseline_ch1,anchor,anchors,252,0.2,monthly,sample,GLD,0.35
