rebalance_date,turnover_one_way,is_initial_rebalance,strategy
2020-10-01,0.012929537737020599,False,minvar_dynamic_crypto_cap_stress_probability
2020-11-02,0.005703828513915436,False,minvar_dynamic_crypto_cap_stress_probability
2020-12-01,0.02626226406706874,False,minvar_dynamic_crypto_cap_stress_probability
2021-01-01,0.01481047010684049,False,minvar_dynamic_crypto_cap_stress_probability
2021-02-01,0.0052001170015349004,False,minvar_dynamic_crypto_cap_stress_probability
2021-03-01,0.019069629247999823,False,minvar_dynamic_crypto_cap_stress_probability
2021-04-01,0.04904914517441912,False,minvar_dynamic_crypto_cap_stress_probability
2021-05-03,0.0050475686481349135,False,minvar_dynamic_crypto_cap_stress_probability
2021-06-01,0.015051460038910098,False,minvar_dynamic_crypto_cap_stress_probability
2021-07-01,0.021963934810531417,False,minvar_dynamic_crypto_cap_stress_probability
2021-08-02,0.0027290063587017783,False,minvar_dynamic_crypto_cap_stress_probability
2021-09-01,0.007202668430581906,False,minvar_dynamic_crypto_cap_stress_probability
2021-10-01,0.004203550114470556,False,minvar_dynamic_crypto_cap_stress_probability
