rebalance_date,strategy,objective,beta,max_total_crypto_weight,ticker,weight
2020-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2020-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2020-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.3000000000000001
2020-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.0
2020-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2020-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.34999999999999964
2020-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.3000000000000006
2020-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.0
2020-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.34999999999999964
2020-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2020-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.30000000000000004
2020-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.0
2020-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2020-08-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-08-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-08-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3500000000000002
2020-08-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.2999999999999996
2020-08-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.0
2020-08-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3500000000000002
2020-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2020-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.2885667556142887
2020-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.011433244385711272
2020-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2020-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2020-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.21931219063312885
2020-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.08068780936687121
2020-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2020-11-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-11-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-11-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2020-11-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.2248229710923509
2020-11-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.07517702890764899
2020-11-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2020-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2020-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2020-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3499999999999999
2020-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2020-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3000000000000002
2020-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3499999999999999
2021-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2021-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3000000000000002
2021-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2021-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3499999999999999
2021-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3000000000000002
2021-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3499999999999999
2021-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000014
2021-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.2999999999999997
2021-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000014
2021-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0004421729880371233
2021-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.29955782701196293
2021-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2021-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2021-05-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0025163739603953047
2021-05-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-05-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.29748362603960443
2021-05-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-05-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000014
2021-05-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000014
2021-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000004
2021-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2021-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2021-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000027
2021-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3499999999999998
2021-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3499999999999998
2021-08-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-08-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-08-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000004
2021-08-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-08-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2021-08-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2021-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.00990784112100473
2021-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.2900921588789954
2021-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2021-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2021-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000004
2021-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2021-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2021-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000004
2021-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2021-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2021-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2021-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2021-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000004
2021-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2021-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2021-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2022-01-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-01-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-01-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000004
2022-01-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-01-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2022-01-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2022-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.30000000000000004
2022-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2022-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2022-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2022-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2022-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.30000000000000004
2022-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2022-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2022-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.30000000000000004
2022-05-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0030343860927376813
2022-05-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-05-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3499999999999999
2022-05-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-05-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3499999999999999
2022-05-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.2969656139072624
2022-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.34999999999999976
2022-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3379240102456647
2022-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.31207598975433554
2022-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2022-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.31701112544390375
2022-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.33298887455609627
2022-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2022-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3000000000000001
2022-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2022-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2022-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.312989302443432
2022-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3370106975565681
2022-10-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-10-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-10-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2022-10-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-10-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.31298930244343187
2022-10-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3370106975565681
2022-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3499999999999998
2022-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3000000000000005
2022-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3499999999999998
2022-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2022-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2022-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2022-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2022-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30000000000000004
2022-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2023-01-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-01-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-01-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3500000000000001
2023-01-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-01-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.2999999999999998
2023-01-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3500000000000001
2023-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.34999999999999953
2023-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.300000000000001
2023-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.34999999999999953
2023-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2023-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30000000000000004
2023-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2023-04-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-04-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-04-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2023-04-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-04-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30000000000000004
2023-04-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2023-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2023-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30000000000000004
2023-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2023-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2023-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
